key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:173:$t[On stun:] Triggers extra attack. $t[On hit:] Inflict $p1 random debuffs. >,"$t[On stun:] Triggers extra attack. $t[On hit:] Inflict $p1 random debuffs. 

 This and $affected items have +$p2% accuracy and +$chance% critical hit chance per debuff of your opponent. ","$t[Bei Benommenheit:] Löse einen weiteren Angriff aus. $t[Bei Treffer:] Verursache $p1 Debuffs. 

 Diese Waffe und $affected Gegenstände haben +$p2% Genauigkeit und +$chance% kritische Trefferchance pro Debuff deines Gegners. ","$t[眩晕对手：]触发额外攻击。$t[击中对手时：]向对手施加$p1层随机减益效果。

对手每有一层减益效果，此物品和$affected的$h[物品]获得+$p2%准确加成和+$chance%暴击加成。","$t[スタン時：]追加攻撃を行う $t[ヒット時：]$p1デバフを付与する 

このアイテムと$affectedにある$h[アイテム]は、相手のデバフ1スタックにつき命中率 +$p2%、クリティカル率 +$chance%","$t[기절 시:] 추가 공격을 가합니다. $t[적중 시:] 무작위 디버프를 $p1개 부여합니다.

이 아이템과 $affected에 위치한 $h[아이템]은, 상대에게 부여된 디버프마다 $p2%의 추가 명중률과 $chance%의 추가 치명타 확률을 지닙니다.","$t[暈眩對手時：]觸發額外攻擊。$t[命中時：]向對手施加$p1層隨機減益效果。
對手每有一層減益效果，此物品和$affected的$h[物品]獲得+$p2%命中率加成和+$chance%暴擊加成。","$t[Par étourdissement :] déclenchez une attaque supplémentaire. $t[Par coup :] infligez $p1 malus aléatoires. 

 Ceci et les $h[Objets] $affected ont +$p2 % de précision et +$chance % de chance de coup critique par malus de votre adversaire.","$t[При оглушении:] наносит дополнительную атаку. $t[При попадании:] накладывает на противника случайные негативные эффекты (до $p1). 

 За каждый негативный эффект на противнике, этот предмет и $affected $h[предметы] получают +$p2% точности и +$chance% шанса нанести критический удар.","$t[Ao atordoar:] Ativa um ataque adicional. $t[Ao acertar:] Inflige $p1 debuffs aleatórios. 

 Este e os $h[itens] $affected têm +$p2% de precisão e +$chance% de chance de acerto crítico por debuff do seu oponente.","$t[Al aturdir:] Activa un ataque adicional. $t[Al golpear:] Inflige $p1 desventajas al azar. 

 Este y otros $affected $h[objetos] ganan +$p2 % de precisión y $chance % de probabilidad de golpe crítico por cada desventaja del rival."
<!MissingKey:174:They don't do anything. But you can sell them for profit!>,They don't do anything. But you can sell them for profit!,"Sie tun nichts, aber du kannst sie verkaufen. Profit!",就是一堆金币，除了卖掉没有其他作用！,何の効果も持たないが、売ることでゴールドが手に入る！,아무 기능도 없습니다. 하지만 비싸게 팔 수 있죠!,就是一堆金幣，除了賣掉沒有其他作用！,Elles ne servent à rien. Mais vous pouvez les vendre pour en tirer profit !,"От них нет никакого эффекта, но зато их можно выгодно продать!","Elas não fazem nada, mas você pode vendê-las!","No sirven para nada, ¡pero las puedes vender para sacar tajada!"
<!MissingKey:175:Deals +$p1 damage for each $affected $Food[Food].>,Deals +$p1 damage for each $affected $Food[Food].,Verursacht +$p1 Schaden pro \~ $affected $Food[Essen].,每有一个$affected的$Food[食物]，造成的伤害+$p1。,$affectedにある$Food[食べ物]1個につき与ダメージ +$p1,$affected에 위치한 $Food[음식]마다 가하는 피해가 $p1 증가합니다.,每有一個$affected的$Food[食物]，造成的傷害+$p1點。,Inflige +$p1 de dégâts pour chaque $Food[Nourriture] $affected.,Наносит +$p1 урона за каждый $affected предмет типа $Food[еда].,Causa +$p1 de dano por cada $Food[Alimento] $affected.,Inflige $p1 más de daño por cada $Food[Comida] $affected.
<!MissingKey:176:Regular Amethyst>,Regular Amethyst,Regulärer Amethyst,普通紫水晶,普通のアメシスト,평범한 자수정,普通紫水晶,Améthyste ordinaire,Аметист,Ametista Comum,Amatista normal
<!MissingKey:177:Walrus Tusk>,Walrus Tusk,Stoßzahn,海象尖牙,セイウチの牙,바다코끼리 엄니,海象尖牙,Défense de morse,Моржовый бивень,Dente de Morsa,Colmillo de morsa
<!MissingKey:178:$t[Start of battle:] $affected $h[Weapons] gain \~$p1 damage.>,$t[Start of battle:] $affected $h[Weapons] gain \~$p1 damage.,$affected $h[Waffen] erhalten $p1 Schaden.,$t[战斗开始时：]$affected的$h[武器]获得$p1伤害加成。,$t[バトル開始時：]$affectedにある$h[武器]のダメージ値が$p1増える,$t[전투 시작 시:] $affected에 위치한 $h[무기]가 가하는 피해가 $p1 증가합니다.,$t[戰鬥開始時：]$affected的$h[武器]獲得$p1點傷害加成。,$t[Au début du combat :] les $h[Armes] $affected gagnent $p1 de dégâts.,$t[Начало боя:] $affected $h[оружие] получает +$p1 ед. урона.,$t[Início da batalha:] as $h[Armas] $affected ganham $p1 de dano.,$t[Al comienzo de la batalla:] Las $affected $h[Armas] ganan $p1 de daño.
<!MissingKey:179:Flute>,Flute,Flöte,笛子,フルート,플루트,笛子,Flûte,Флейта,Flauta,Flauta
<!MissingKey:180:Staff of Unhealing>,Staff of Unhealing,Stab der Unheilung,不愈法杖,癒さずの杖,불치의 지팡이,不治法杖,Bâton de contre-guérison,Посох анти-лечения,Cajado da Descura,Bastón anticurativo
<!MissingKey:181:Shovel>,Shovel,Schaufel,铲铲,シャベル,삽,鏟鏟,Pelle,Лопата,Pá,Pala
<!MissingKey:182:$t[Every $cds:] Randomly gain $block $bl \~$m[or] $p1 stamina $m[or] $p2 $lucky. >,"$t[Every $cds:] Randomly gain $block $bl \~$m[or] $p1 stamina $m[or] $p2 $lucky. 

 Triggers $p3% faster for each $affected item.","$t[Alle $cds:] Erhalte zufällig $block $bl $m[oder] $p1 Ausdauer $m[oder] $p2 $lucky. 

 Aktiviert $p3% schneller pro $affected Gegenstand.","$t[每$cds：]随机获得$block $bl $m[或] $p1点耐力$m[或] $p2 $lucky。

每有一个$affected的物品，笛子效果触发快$p3%。","$t[$cd秒毎：]$block $bl $m[または]$p1スタミナ$m[または]$p2 $lucky のうちいずれかをランダムに獲得する

$affectedにあるアイテム1個につき使用速度が$p3%上がる","$t[$cd초마다:] $bl $block $m[혹은] 스태미나 $p1 $m[혹은] $lucky $p2 중 하나를 무작위로 획득합니다.

$affected에 위치한 아이템마다 $p3% 빠르게 발동합니다.","$t[每$cd秒：]隨機獲得$block點$bl，$m[或]$p1點耐力，$m[或]$p2點$lucky。

每有一個$affected的物品，笛子效果觸發快$p3%。","$t[Toutes les $cd s :] gagnez aléatoirement $block $bl $m[ou] $p1 d'endurance $m[ou] $p2 $lucky. 

 Se déclenche $p3 % plus vite pour chaque objet $affected.","$t[Раз в $cd сек.:] Случайным образом добавляет $block $bl $m[или] $p1 ед. энергии $m[или] $p2 $lucky. 

 Срабатывает на $p3% чаще за каждый $affected предмет.","$t[A cada $cd  s:] Ganhe aleatoriamente $block $bl $m[ou] $p1 de vigor $m[ou] $p2 $lucky. 

 Ativa-se $p3% mais rápido por cada item $affected.","$t[Cada $cd s:] Obtiene al azar $block $bl $m[o] $p1 resistencia $m[o] $p2 $lucky. 

 Se activa un $p3 % más rápido por cada $affected objeto."
<!MissingKey:183:Gains $chance% critical hit chance + $chance2% for each $lucky ($bag).>,Gains $chance% critical hit chance + $chance2% for each $lucky ($bag).,Erhält $chance% kritische Trefferchance + $chance2% pro $lucky ($bag).,获得$chance%暴击加成，并且每点$lucky将获得$chance2%的暴击加成($bag)。,クリティカル率 +$chance%、$lucky 1スタックにつき +$chance2%（$bag）,$chance% + $lucky마다 추가로 $chance2%의 치명타 확률을 획득합니다 ($bag).,獲得$chance%暴擊加成，每點$lucky再獲得$chance2%的暴擊加成（$bag）。,Gagne $chance % de chance de coup critique + $chance2 % pour chaque $lucky ($bag).,Шанс критического урона повышается на $chance% и дополнительно на $chance2% за каждый эффект $lucky ($bag).,Ganha $chance% de chance de acerto crítico + $chance2% por cada $lucky ($bag).,Obtiene $chance % más de probabilidad de golpe crítico + $chance2 % por cada $lucky ($bag).
<!MissingKey:184:$t[On hit:] Remove $p_dam damage gained in battle from all opponent $h[Weapons] and gain $p_bonusdam damage. >,$t[On hit:] Remove $p_dam damage gained in battle from all opponent $h[Weapons] and gain $p_bonusdam damage. ,$t[Bei Treffer:] Entferne $p_dam Extraschaden von allen gegnerischen $h[Waffen] und verursache +$p_bonusdam Schaden.,$t[击中对手时：]移除对手所有$h[武器]在战斗中获得的伤害加成$p_dam点，锯刃获得$p_bonusdam点伤害。,$t[ヒット時：]相手の全$h[武器]から、バトル中に増えたダメージ値$p_damを取り除き、ダメージ値が$p_bonusdam増える,$t[적중 시:] 상대의 모든 $h[무기]가 이번 전투 동안 획득한 추가 피해를 $p_dam 제거하고 가하는 피해가 $p_bonusdam 증가합니다.,$t[命中時：]移除對手$p1層$spikes和$p2層$regen。,$t[Par coup :] retirez $p_dam de dégâts gagnés au combat à toutes les $h[Armes] et gagnez $p_bonusdam de dégâts.,$t[При попадании:] снимает накопленный в бою $p_dam урон со всего $h[оружия] противника и добавляет герою $p_bonusdam ед. урона.,$t[Ao acertar:] Remove $p_dam dano ganho na batalha de todas as $h[Armas] do oponente e ganha $p_bonusdam de dano.,$t[Al golpear:] Elimina $p_dam de daño obtenido en combate de todas las $h[Armas] del rival y obtiene $p_bonusdam de daño.
<!MissingKey:185:Ripsaw Blade>,Ripsaw Blade,Sägeschwert,锯刃,ノコ刃の剣,톱날 대검,鋸刃,Lame de scie crantée,Меч-пила,Lâmina de Serrote,Espada desgarradora
<!MissingKey:186:$t[On hit:] Use $p1 $regen to gain $p2 $vampirism and \~$p3 $spikes. >,"$t[On hit:] Use $p1 $regen to gain $p2 $vampirism and \~$p3 $spikes. 

 Deals $h[+1] damage per $spikes and $vampirism.","$t[Bei Treffer:] Nutze $p1 $regen, um $p2 $vampirism und $p3 $spikes zu erhalten. 

 Verursacht $h[+1] Schaden pro $spikes und $vampirism.","$t[击中对手时：]消耗$p1层$regen以获得$p2层$vampirism和$p3层$spikes。

每有一层$spikes或$vampirism，伤害+$h[1]。","$t[ヒット時：]$p1 $regen を消費して、$p2 $vampirism と$p3 $spikes を獲得する

 $spikes と $vampirism 1スタックにつき与ダメージ $h[+1]","$t[적중 시:] $regen을 $p1 사용해 $vampirism을 $p2, $spikes를 $p3 획득합니다.

$spikes와 $vampirism마다 가하는 피해가 $h[1] 증가합니다.","$t[命中時：]消耗$p1層$regen獲得$p2層$vampirism和$p3層$spikes。
 每有一層$spikes或$vampirism，傷害$h[+1]點。","$t[Par coup :] utilisez $p1 $regen pour gagner $p2 $vampirism et $p3 $spikes. 

 Infligez $h[+1] de dégâts par $spikes et $vampirism.","$t[При попадании:] использует $p1 $regen, чтобы добавить $p2 $vampirism и $p3 $spikes. 

 Наносит $h[+1] ед. урона за каждый эффект $spikes и $vampirism.","$t[Ao acertar:] Usa $p1 $regen para ganhar $p2 $vampirism e $p3 $spikes. 

 Causa $h[+1] de dano por $spikes e $vampirism.","$t[Al golpear:] Usa $p1 $regen para obtener $p2 $vampirism y $p3 $spikes. 

 Inflige $h[+1] de daño por cada $spikes y $vampirism."
<!MissingKey:187:Perfect Emerald>,Perfect Emerald,Perfekter Smaragd,完美翡翠,完璧なエメラルド,완벽한 에메랄드,完美綠寶石,Émeraude parfaite,Полированный изумруд,Esmeralda Perfeita,Esmeralda perfecta
<!MissingKey:188:Blood Amulet>,Blood Amulet,Blutamulett,血色护符,血のアミュレット,피의 아뮬렛,血色護符,Amulette de sang,Амулет крови,Amuleto de Sangue,Amuleto de sangre
CARD_HINT,(Place in a card chain with a Deck of Cards to enable!),"(Platziere Karten in einer Kette, die mit einem Kartendeck beginnt!)",（放置卡堆来激活卡链！）,（カードデッキとつなげないと効果は発動しない！）,(카드 덱과 카드가 연결되게 배치해야 효과가 발동합니다!),（放置卡牌堆可發動卡牌連鎖！）,(Placez dans une chaîne de cartes avec un jeu de cartes pour l'activer !),(Для активации поместите в цепочку колоды карт!),(Coloque em uma sequência de cartas com um Baralho de Cartas para habilitar!),(¡Colócalo en una cadena de cartas con un mazo de cartas para activarlo!)
<!MissingKey:190:Magic Torch>,Magic Torch,Zauberfackel,魔法火把,魔法のたいまつ,마법 횃불,魔法火把,Torche magique,Волшебный факел,Tocha Mágica,Antorcha mágica
<!MissingKey:191:Add $h[1] backpack slot. $t[Start of battle:] Gain $block $bl.>,Add $h[1] backpack slot. $t[Start of battle:] Gain $block $bl.,Fügt $h[1] Rucksackplatz hinzu. $t[Kampfbeginn:] Erhalte $block $bl.,$t[战斗开始：]获得$block $bl。,バックパックのスロットを$h[1]追加する $t[バトル開始時：]$block $bl を獲得する,배낭 슬롯을 $h[1]개 추가합니다. $t[전투 시작 시:] $bl를 $block 획득합니다.,$t[戰鬥開始：]獲得$block點$bl。,Ajoutez $h[1] emplacement de sac à dos. $t[Au début du combat :] gagnez $block $bl.,Добавляет $h[1] слот к рюкзаку. $t[Начало боя:] добавляет $block $bl.,Adiciona $h[1] espaço à mochila. $t[Início da batalha:] Ganhe $block $bl.,Añade $h[1] espacio a la mochila. $t[Al comienzo de la batalla:] Obtiene $block $bl.
<!MissingKey:192:$h[Gemstones] are offered in the shop. $t[Shop entered:] Generate a chipped $h[Gemstone].>,$h[Gemstones] are offered in the shop. $t[Shop entered:] Generate a chipped $h[Gemstone].,$h[Edelsteine] werden im Laden angeboten. $t[Laden betreten:] Erzeugt einen lädierten $h[Edelstein].,商店会出售更多的$h[宝石]。$t[进入商店：]生成一个$h[宝石]碎片。,$h[宝石]がショップで売られるようになる $t[ショップ入店時：]欠けた$h[宝石]1個を生成する,$h[보석]이 상점에 등장합니다. $t[상점 진입 시:] 깨진 $h[보석]을 생성합니다.,"$t[進入商店：]生成一個$h[寶石]碎片。
商店會出售$h[寶石]。",Des $h[Pierres précieuses] sont disponibles dans la boutique. $t[En entrant dans la boutique :] générez une $h[Pierre précieuse] fragmentée.,$h[Самоцветы] будут доступны к покупке в магазине. $t[Переход в магазин:] создает случайный осколок $h[самоцвета].,$h[Gemas] são disponibilizadas na loja. $t[Ao entrar na loja:] Gera uma $h[Gema] lascada.,Las $h[gemas] se venden en la tienda. $t[Al entrar en la tienda:] Genera una $h[gema] rota.
<!MissingKey:193:$t[Use $p1 $regen:] Inflict $p3 $blind for $p4s (unstackable). >,"$t[Use $p1 $regen:] Inflict $p3 $blind for $p4s (unstackable). 

 Deals +$p2 damage for each $blind of your opponent.","$t[Nutze $p1 $regen:] Verursache $p3 $blind für $p4s (nicht stapelbar). 

 Verursacht +$p2 Schaden pro $blind deines Gegners.","$t[消耗$p1层$regen：]施加$p3层$blind，持续$p4s（无法叠加）。 

你的对手每有一层$blind，对其造成额外$p2点伤害。","$t[$p1 $regen 消費：]$p4秒間、$p3 $blind を付与する（重複不可）

相手の $blind 1スタックにつき与ダメージ +$p2","$t[$regen을 $p1 사용:] $p4초 동안 $blind을 $p3 부여합니다 (중첩 불가).

상대에게 부여된 $blind마다 가하는 피해가 $p2 증가합니다.","$t[消耗$p1層$regen：]施加$p3層$blind，持續$p4秒（無法疊加）。
你的對手每有一層$blind，對其造成額外$p2點傷害。","$t[Utilisez $p1 $regen :] infligez $p3 $blind pendant $p4 s (non cumulable). 

 Infligez +$p2 de dégâts pour chaque $blind de votre adversaire.","$t[Использует $p1 $regen:] накладывает $p3 $blind на $p4 сек. (эффект не суммируется). 

 Наносит +$p2 ед. урона за каждый эффект $blind на противнике.","$t[Usa $p1 $regen:] Inflige $p3 $blind por $p4 s (não acumulável). 

 Causa +$p2 de dano por cada $blind do seu oponente.","$t[Al usar $p1 $regen:] Inflige $p3 $blind durante $p4 s (no se puede acumular). 

 Inflige $p2 más de daño por cada $blind del rival."
<!MissingKey:194:Poison Dagger>,Poison Dagger,Giftdolch,剧毒匕首,ポイズンダガー,독 단검,劇毒匕首,Dague empoisonnée,Ядовитый кинжал,Adaga Venenosa,Daga venenosa
<!MissingKey:195:$t[Start of battle:] Gain $p3 $vampirism. $t[$p1 $affected item activations:] \~Deal $p2 $effect-damage with $p_lifesteal% lifesteal. Deal $h[+1] for each $vampirism.>,$t[Start of battle:] Gain $p3 $vampirism. $t[$p1 $affected item activations:] \~Deal $p2 $effect-damage with $p_lifesteal% lifesteal. Deal $h[+1] for each $vampirism.,$t[Kampfbeginn:] Erhalte $p3 $vampirism. $t[$p1 $affected Gegenstand-Aktivierungen:] Verursache $p2 $effect-Schaden mit $p_lifesteal% Lebensraub. Verursache $h[+1] pro $vampirism.,$t[战斗开始：]获得$p3层$vampirism。$t[$affected的物品激活达到$p1次：]造成带有$p_lifesteal%生命偷取效果的$p2点$effect伤害。每有一层$vampirism多造成$h[1]点$effect伤害。,$t[バトル開始時：]$p3 $vampirism を獲得する $t[$affectedにあるアイテム$p1回発動時：]体力吸収率$p_lifesteal%の$p2 $effect ダメージを与える（$vampirism 1スタックにつき $h[+1]ダメージ）,$t[전투 시작 시:] $vampirism을 $p3 획득합니다. $t[$affected에 위치한 아이템이 $p1회 발동 시:] $p_lifesteal%의 생명력을 흡수하는 $effect 피해를 $p2 가합니다. $vampirism마다 피해량이 $h[1] 증가합니다.,$t[戰鬥開始：]獲得$p3層$vampirism。$t[$affected的物品啟動達到$p1次：]竊取$p2點生命，每有一層$vampirism獲得$h[1]點額外生命值。,$t[Au début du combat :] gagnez $p3 $vampirism. $t[En activant l'objet $affected $p1 fois :] infligez $p2 de dégâts $effect avec $p_lifesteal % de vol de vie. Infligez $h[+1] pour chaque $vampirism.,$t[Начало боя:] добавляет $p3 $vampirism. $t[При срабатывании $p1 $affected предметов:] наносит $p2 $effect-урона и крадет $p_lifesteal% здоровья противника. Наносит $h[+1] ед. урона за каждый эффект $vampirism.,$t[Início da batalha:] Ganha $p3 $vampirism. $t[$p1 ativações de item $affected:] Causa $p2 de dano de $effect com $p_lifesteal% de roubo de vida. Causa $h[+1] para cada $vampirism.,$t[Al comienzo de la batalla:] Obtiene $p3 $vampirism. $t[Al activar $p1 $affected objetos:] Inflige $p2 de daño de $effect con un $p_lifesteal % de drenaje vital. Inflige $h[+1] por cada $vampirism.
